Incident Id;Date of Arrest;Time of Arrest;Primary Charge;Address;Arrestee's Age;Arrestee's Race;Arrestee's Gender;Arrestee's Ethnicity;Type of Arrest;Drugs or Alcohol Present;Weapon Present
36209;2016-09-02;3:29;DRUGS-POSS SCHED VI;E FRANKLIN ST/US15-501N CHAPEL HILL NC;26;W;M;;ON VIEW;Y;UNARMED
26727;2011-05-06;13:36;POSSESSION MARIJUANA;500 WEAVER DAIRY RD CHAPEL HILL NC 27514;18;W;M;;SUMMONED/CITED;Y;UNARMED
36206;2016-09-03;15:29;LARCENY -  ALL OTHER;137 E FRANKLIN ST CHAPEL HILL NC 27514;45;W;M;N;SUMMONED/CITED;Y;UNARMED
26739;2011-05-08;5:19;DAMAGE-REAL PROPERTY;200 W FRANKLIN ST CHAPEL HILL NC 27516;19;W;M;N;SUMMONED/CITED;;UNARMED
36207;2016-09-04;14:22;FAIL TO APPEAR/COMPL;500 N COLUMBIA ST CHAPEL HILL NC 27516;64;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
26738;2011-05-08;5:24;IMPAIRED DRIVING DWI;112 COPPERLINE DR/ABERDEEN DR CHAPEL HILL NC 27516;24;W;F;N;ON VIEW;Y;UNARMED
36216;2016-09-07;10:28;OPEN CONTAINER;403 W ROSEMARY ST CHAPEL HILL NC 27516;48;B;M;N;SUMMONED/CITED;Y;UNARMED
26746;2011-05-09;21:00;NDL - OPERATOR OR CHAUFFER;800 BLOCK MARTIN LUTHER KING BLVD CHAPEL HILL NC 27514;27;W;M;H;ON VIEW;N;UNARMED
36218;2016-09-07;18:52;FAIL TO APPEAR/COMPL;108 EPHESUS CHURCH RD CHAPEL HILL NC 27517;55;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
26759;2011-05-10;21:45;GIVE/SELL MALT BEV TO MINOR  M;1722 FORDHAM BLVD CHAPEL HILL NC 27517;22;B;M;;SUMMONED/CITED;N;UNARMED
36231;2016-09-10;18:21;OPEN CONTAINER;100 N COLUMBIA ST CHAPEL HILL NC 27514;61;B;M;N;SUMMONED/CITED;Y;UNARMED
26755;2011-05-10;23:45;OPEN CONTAINER  M;E FRANKLIN ST CHAPEL HILL NC;24;W;M;;SUMMONED/CITED;Y;UNARMED
36238;2016-09-11;3:46;POSSESSION MARIJUANA;RALEIGH RD/GREENWOOD RD CHAPEL HILL NC 27514;18;B;M;;SUMMONED/CITED;Y;UNARMED
26752;2011-05-11;5:22;ASSAULT-SIMPLE;1105 HWY 54 BYP CHAPEL HILL NC 27516;27;W;F;N;ON VIEW;U;UNARMED
36272;2016-09-17;12:32;TRESPASSING;500 N COLUMBIA ST CHAPEL HILL NC 27516;57;B;M;N;SUMMONED/CITED;U;UNARMED
26754;2011-05-11;14:13;2ND DEGREE TRESPASS;751 TRINITY CT CHAPEL HILL NC 27516;29;B;M;N;ON VIEW;U;UNARMED
36274;2016-09-18;16:34;LARCENY OF MOTOR VEHICLE;S ESTES DR/FORDHAM BLVD CHAPEL HILL NC 27517;53;W;M;N;ON VIEW;Y;UNARMED
26760;2011-05-12;6:45;WORTHLESS CHECK;529 HILLSBOROUGH ST CHAPEL HILL NC 27514;37;B;M;N;SUMMONED/CITED;N;UNARMED
36280;2016-09-19;23:25;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;306 W FRANKLIN ST CHAPEL HILL NC 27516;18;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
26765;2011-05-13;5:36;IMPAIRED DRIVING DWI;N COLUMBIA ST CHAPEL HILL NC 27514;31;B;M;N;ON VIEW;Y;UNARMED
36284;2016-09-20;18:55;DRUG PARAPHERNALIA;100 N COLUMBIA ST/E FRANKLIN ST CHAPEL HILL NC 27514;50;B;M;N;ON VIEW;Y;UNARMED
26767;2011-05-14;11:47;UNDERAGE POSSESSION;304 MCCAULEY STREET CHAPEL HILL NC 27514;20;W;M;;SUMMONED/CITED;Y;UNARMED
36308;2016-09-24;5:26;POSSESSION MARIJUANA;15 501 S NEAR MARKET ST CHAPEL HILL NC 27516;29;B;M;N;SUMMONED/CITED;U;UNARMED
26775;2011-05-15;22:22;TRESPASS;1501 E FRANKLIN ST CHAPEL HILL NC 27516;39;B;M;N;SUMMONED/CITED;U;UNARMED
36310;2016-09-24;21:46;FORGERY-UTTERING;1748 FORDHAM BLVD CHAPEL HILL NC 27514;19;W;M;H;ON VIEW;Y;UNARMED
26778;2011-05-16;2:33;IMPAIRED DRIVING DWI;E FRANKLIN ST NEAR BOUNDARY CHAPEL HILL NC 27514;26;B;M;N;ON VIEW;Y;UNARMED
36311;2016-09-25;0:33;AFFRAY/ASSAULT & BATTERY  M;157 E ROSEMARY ST CHAPEL HILL NC 27278;21;W;M;;ON VIEW;Y;UNARMED
26786;2011-05-17;7:40;LARCENY-SHOPLIFTING  M;1720 N FORHDAM BLVD CHAPEL HILL NC 27516;53;B;M;N;SUMMONED/CITED;Y;UNARMED
36324;2016-09-28;12:50;DRUNK / DISRUPTIVE;100 W ROSEMARY ST CHAPEL HILL NC 27516;56;W;M;N;ON VIEW;Y;UNARMED
26788;2011-05-17;12:39;DRUG PARAPHERNALIA;ESTES DR/ MLK JR BLVD CHAPEL HILL NC 27514;20;W;F;N;ON VIEW;;UNARMED
36325;2016-09-28;19:15;FRAUD-OBT PROPERTY;101 LEGACY TER CHAPEL HILL NC 27516;19;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26789;2011-05-19;0:24;FAIL TO APPEAR/COMPL;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;26;O;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
36333;2016-09-30;19:21;IMPAIRED DRIVING DWI;FORDHAM BLVD/EASTOWNE DR CHAPEL HILL NC;52;W;M;H;ON VIEW;;UNARMED
26790;2011-05-19;19:19;NDL - SUSPENDED / REVOKED;400 W ROSEMARY ST CHAPEL HILL NC 27516;47;B;M;N;ON VIEW;N;UNARMED
36342;2016-10-02;4:11;DRUNK / DISRUPTIVE;140 W FRANKLIN ST CHAPEL HILL NC 27516;27;W;M;N;ON VIEW;Y;UNARMED
26793;2011-05-20;2:54;IMPAIRED DRIVING DWI;1406 E FRANKLIN ST CHAPEL HILL NC 27514;25;B;M;N;ON VIEW;Y;UNARMED
36353;2016-10-04;14:55;COMMUNICATE THREATS;1800 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;51;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
26794;2011-05-20;12:30;ASSAULT ON FEMALE;800 PRITCHARD AVE CHAPEL HILL NC 27516;41;B;M;N;ON VIEW;Y;UNARMED
36354;2016-10-04;23:41;DRUG PARAPHERNALIA;313 E FRANKLIN ST/RALEIGH ST CHAPEL HILL NC 27514;24;W;M;N;ON VIEW;Y;UNARMED
26811;2011-05-23;21:04;CONSUMING ON UNAUTHORIZED PREMISES;PERKINS DR. CHAPEL HILL NC 27516;55;W;M;N;SUMMONED/CITED;Y;UNARMED
36358;2016-10-07;9:40;2ND DEGREE TRESPASS;949 RALEIGH RD/FORDHAM-RALEIGH RD EXIT CHAPEL HILL NC 27514;50;B;M;N;ON VIEW;N;UNARMED
26814;2011-05-25;1:00;DAMAGE-PERSONAL PROP;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;32;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
36360;2016-10-07;9:52;OPEN CONTAINER;110 W FRANKLIN ST CHAPEL HILL NC 27516;61;B;M;N;SUMMONED/CITED;Y;UNARMED
26824;2011-05-26;20:58;PUBLIC URINATION;143 E FRANKLIN ST CHAPEL HILL NC 27514;41;B;M;;SUMMONED/CITED;Y;UNARMED
36359;2016-10-07;11:10;2ND DEGREE TRESPASS;147 E FRANKLIN ST CHAPEL HILL NC 27514;56;W;M;N;ON VIEW;Y;UNARMED
26829;2011-05-28;7:04;FAIL TO APPEAR/COMPL;105 TIMBER HOLLOW CT CHAPEL HILL NC 27514;42;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
36361;2016-10-07;17:40;ASSAULT ON FEMALE;1498 MARTIN LUTHER KING JR BLVD/BLOSSOM LN CHAPEL HILL NC 27514;34;B;M;;ON VIEW;N;UNARMED
26835;2011-05-28;15:38;AFFRAY/ASSAULT & BATTERY;790 MARTIN LUTHER KING JR. BLVD CHAPEL HILL NC 27514;45;W;F;;ON VIEW;Y;UNARMED
36363;2016-10-09;6:54;BREAKING/ENTER-MISD;716 MLK JR BLVD CHAPEL HILL NC 27514;27;W;M;;ON VIEW;Y;UNARMED
26834;2011-05-28;21:24;OPEN CONTAINER;109 E FRANKLIN ST CHAPEL HILL NC 27514;61;W;M;N;SUMMONED/CITED;Y;UNARMED
36365;2016-10-09;16:08;DRUNK / DISRUPTIVE;300 W FRANKLIN ST CHAPEL HILL NC 27516;51;W;F;N;SUMMONED/CITED;Y;UNARMED
26844;2011-05-31;8:56;NDL - SUSPENDED / REVOKED;FORDHAM NEAR OLD MASON FARM CHAPEL HILL NC 27514;26;W;M;H;ON VIEW;N;UNARMED
36367;2016-10-09;19:55;IMPAIRED DRIVING DWI;N COLUMBIA ST/W ROSEMARY ST CHAPEL HILL NC 27514;34;W;M;N;ON VIEW;Y;UNARMED
26841;2011-05-31;9:20;OPEN CONTAINER;150 E ROSEMARY ST CHAPEL HILL NC 27514;67;B;M;;SUMMONED/CITED;Y;UNARMED
36368;2016-10-10;1:15;IMPAIRED DRIVING DWI;941 OLD LYSTRA RD CHAPEL HILL NC 27517;28;W;F;H;ON VIEW;Y;UNARMED
26848;2011-06-01;2:45;IMPAIRED DRIVING DWI;W FRANKLIN AT N ROBERSON CHAPEL HILL NC 27514;24;W;M;N;ON VIEW;Y;UNARMED
36369;2016-10-10;12:36;OPEN CONTAINER;100 PICKARD LN CHAPEL HILL NC 27514;46;B;M;N;SUMMONED/CITED;Y;UNARMED
26853;2011-06-02;2:15;B&E-VEHICLE;211 HENDERSON ST CHAPEL HILL NC 27514;22;B;M;N;ON VIEW;U;UNARMED
36375;2016-10-11;15:32;FAIL TO APPEAR/COMPL;123 E FRANKLIN ST CHAPEL HILL NC 27514;28;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26860;2011-06-04;0:45;FAIL TO APPEAR/COMPL;167 E FRANKLIN ST CHAPEL HILL NC 27514;31;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
36380;2016-10-12;23:49;DWLR NOT IMPARIED REV;201 S ESTES DR CHAPEL HILL NC 27514;25;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
26871;2011-06-06;16:30;BREAKING/LARC-FELONY;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;;;;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
36381;2016-10-13;2:00;FAIL TO APPEAR;419 W FRANKLIN ST CHAPEL HILL NC 27516;36;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
26880;2011-06-08;14:08;FAIL TO APPEAR/COMPL;751 TRINITY CT CHAPEL HILL NC 27516;31;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
36384;2016-10-14;3:11;CARRYING CONCEALED HANDGUN;525 E FRANKLIN ST/N BOUNDARY ST CHAPEL HILL NC 27514;30;B;M;;ON VIEW;Y;UNARMED
26877;2011-06-08;18:25;FAIL TO APPEAR/COMPL;150 E ROSEMARY ST CHAPEL HILL NC 27514;46;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
36392;2016-10-15;11:11;FAIL TO APPEAR/COMPL;204 PINEGATE CIR CHAPEL HILL NC 27514;47;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26881;2011-06-09;6:49;FAIL TO APPEAR/COMPL;FORDHAM BLVD NEAR RALEIGH RD CHAPEL HILL NC 27516;22;W;M;H;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
36394;2016-10-15;20:52;FAIL TO APPEAR/COMPL;100 E FRANKLIN ST CHAPEL HILL NC 27514;46;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26888;2011-06-10;18:44;ASSAULT ON FEMALE;5639 OLD CHAPEL HILL ROAD DURHAM NC 27713;23;W;M;N;ON VIEW;N;UNARMED
36402;2016-10-17;19:59;FRAUD-OBT PROPERTY;120 W FRANKLIN ST CHAPEL HILL NC 27516;52;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26893;2011-06-10;22:00;NDL - SUSPENDED / REVOKED  M;1800 BLOCK OF MARTIN LUTHER KING JR. BLVD CHAPEL HILL NC;29;B;M;N;SUMMONED/CITED;N;UNARMED
36420;2016-10-21;22:25;POSS MARIJUANA MISD;305 ERWIN RD/ENGLEWOOD DR CHAPEL HILL NC 27514;35;W;F;;SUMMONED/CITED;U;UNARMED
26908;2011-06-13;19:58;FAIL TO APPEAR/COMPL;118 E FRANKLIN ST CHAPEL HILL NC 27514;56;W;F;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
36426;2016-10-24;8:02;FRAUD-OBT PROPERTY;529 HILLSBOROUGH RD CHAPEL HILL NC 27514;62;B;F;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26920;2011-06-16;1:16;POSSESSION MARIJUANA;FORDHAM AND ELLIOTT CHAPEL HILL NC 27514;26;W;M;N;ON VIEW;Y;UNARMED
36427;2016-10-24;15:35;2ND DEGREE TRESPASS;751 TRINITY CT CHAPEL HILL NC 27516;31;B;M;;SUMMONED/CITED;N;UNARMED
26926;2011-06-17;22:34;2ND DEGREE TRESPASS;150 E ROSEMARY ST CHAPEL HILL NC 27514;49;W;M;N;SUMMONED/CITED;Y;UNARMED
36429;2016-10-24;16:15;FAIL TO APPEAR/COMPL;122 E FRANKLIN ST CHAPEL HILL NC 27514;23;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
26929;2011-06-18;1:21;OPEN CONTAINER;167 E FRANKLIN ST CHAPEL HILL NC 27514;52;B;F;N;SUMMONED/CITED;Y;UNARMED
36435;2016-10-26;0:00;BREAKING/ENTER-MISD;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;30;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
26931;2011-06-19;2:20;LARCENY -  ALL OTHER;161 E FRANKLIN ST CHAPEL HILL NC 27514;30;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
36438;2016-10-26;13:54;PANHANDLING;N ELLIOT RD/E FRANKLIN ST CHAPEL HILL NC 27514;70;B;M;N;SUMMONED/CITED;Y;UNARMED
26932;2011-06-19;3:27;IMPAIRED DRIVING DWI;FORDHAM BLVD/CHAPEL HILL BLVD CHAPEL HILL NC 27514;24;W;F;N;ON VIEW;Y;UNARMED
36444;2016-10-27;18:21;LARCENY;FORDHAM BLVD/NC 54 CHAPEL HILL NC 27514;47;B;M;;ON VIEW;N;UNARMED
26945;2011-06-21;19:38;FAIL TO APPEAR/COMPL;FRANKLIN AND GRAHAM CHAPEL HILL NC 27514;31;W;M;H;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
36445;2016-10-28;2:30;POSSESSION MARIJUANA;100 W ROSEMARY ST CHAPEL HILL NC 27516;27;B;F;;ON VIEW;Y;UNARMED
26953;2011-06-22;23:47;LARCENY-CREDIT CARD;157 E ROSEMARY ST CHAPEL HILL NC 27514;41;B;M;N;ON VIEW;Y;UNARMED
36446;2016-10-28;3:04;IMPAIRED DRIVING DWI;900 RALEIGH RD CHAPEL HILL NC 27514;31;B;M;N;ON VIEW;Y;UNARMED
26982;2011-06-24;16:55;DRUGS-POSS SCHED II;257 S ELLIOTT RD CHAPEL HILL NC 27517;45;W;M;;ON VIEW;Y;UNARMED
36458;2016-10-28;20:33;GIVE/SELL MALT BEV TO MINOR;110 N. COLUMBIA ST CHAPEL HILL NC 27514;19;W;F;H;SUMMONED/CITED;N;UNARMED
26973;2011-06-25;23:56;FAIL TO APPEAR/COMPL;201 E FRANKLIN ST CHAPEL HILL NC 27514;21;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
36465;2016-10-30;0:15;UNDERAGE POSSESSION  M;CARR ST / CHURCH ST CHAPEL HILL NC;20;W;M;N;SUMMONED/CITED;Y;UNARMED
26968;2011-06-26;1:15;POSS MARIJUANA MISD;200 BLOCK N. COLUMBIA STREET CHAPEL HILL NC 27514;24;B;M;;SUMMONED/CITED;Y;UNARMED
36467;2016-10-30;0:15;OPEN CONTAINER  M;CARR ST / CHURCH ST CHAPEL HILL NC;22;W;M;N;SUMMONED/CITED;Y;UNARMED
26970;2011-06-26;3:14;FRAUDULENT USE OF ID;316 W ROSEMARY ST CHAPEL HILL NC 27516;19;W;M;;ON VIEW;Y;UNARMED
36466;2016-10-30;2:05;OPEN CONTAINER;705 CHURCH ST/SCHOOL LN CHAPEL HILL NC 27516;21;W;F;N;SUMMONED/CITED;Y;UNARMED
26994;2011-06-28;1:16;WARRANT FOR ARREST;FORDHAM BLVD AND CLELAND DR CHAPEL HILL NC 27516;21;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
36469;2016-10-30;2:05;OPEN CONTAINER;705 CHURCH ST/SCHOOL LN CHAPEL HILL NC 27516;22;B;M;N;SUMMONED/CITED;Y;UNARMED
26980;2011-06-28;17:32;RESISTING AND OBSTRUCTING AN OFFICER;133 W FRANKLIN ST CHAPEL HILL NC 27516;;;;;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED
36481;2016-11-01;3:43;POSS MARIJUANA MISD;100 E FRANKLIN ST/N COLUMBIA ST CHAPEL HILL NC 27514;21;W;M;N;ON VIEW;Y;UNARMED
26979;2011-06-28;20:43;LARCENY -  ALL OTHER  M;109 EAST FRANKLIN STREET CHAPEL HILL NC;65;B;M;N;ON VIEW;Y;UNARMED
36510;2016-11-05;23:45;POSS FRAUDULENT ID  M;HILLSBOROUGH ST / MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;19;W;M;N;SUMMONED/CITED;Y;UNARMED
26985;2011-06-30;3:03;FAIL TO APPEAR/COMPL;157 E ROSEMARY ST CHAPEL HILL NC 27514;23;W;M;H;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
36503;2016-11-06;2:12;AFFRAY/ASSAULT & BATTERY;127 E FRANKLIN ST CHAPEL HILL NC 27514;24;W;M;N;SUMMONED/CITED;Y;UNARMED
26986;2011-06-30;5:44;BREAKING/ENTER-MISD;500 UMSTEAD DR CHAPEL HILL NC 27516;30;B;M;N;ON VIEW;Y;UNARMED
36507;2016-11-06;2:39;ASSAULT ON FEMALE;130 S ESTES DR CHAPEL HILL NC 27514;54;B;M;N;ON VIEW;Y;UNARMED
27001;2011-07-05;3:01;POSS STOLEN GOODS;FORDHAM BLVD AND SCARLETT CHAPEL HILL NC 27514;27;B;M;N;ON VIEW;U;HANDGUN
36520;2016-11-10;18:30;IMPAIRED DRIVING DWI;604 GOMAINS AVE CHAPEL HILL NC 27516;28;B;M;N;ON VIEW;U;UNARMED
27012;2011-07-07;23:04;POSS MARIJUANA MISD;399 UMSTEAD DRIVE CHAPEL HILL NC 27514;29;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
36522;2016-11-11;2:34;RESISTING ARREST;200 N COLUMBIA ST CHAPEL HILL NC 27514;22;W;M;;ON VIEW;Y;UNARMED
27014;2011-07-08;15:49;OPEN CONTAINER;1800 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;32;B;M;N;SUMMONED/CITED;Y;UNARMED
36523;2016-11-11;3:01;ASSAULT BY STRANGULATION;444 S HERITAGE LOOP CHAPEL HILL NC 27516;22;W;M;N;ON VIEW;Y;UNARMED
27016;2011-07-08;22:45;NDL - OPERATOR OR CHAUFFER;FORDHAM AND RALEIGH RD CHAPEL HILL NC 27514;22;W;M;H;ON VIEW;N;UNARMED
36526;2016-11-11;13:40;GIVE/SELL MALT BEV TO MINOR;122 E FRANKLIN ST CHAPEL HILL NC 27514;31;B;M;N;SUMMONED/CITED;N;UNARMED
27018;2011-07-09;1:57;IMPAIRED DRIVING DWI;E FRANKLIN AND PLANT RD CHAPEL HILL NC 27514;21;W;F;N;ON VIEW;Y;UNARMED
36537;2016-11-16;1:14;RECKLESS DRIVING;404 E MAIN ST/W ROSEMARY ST CARRBORO NC 27510;18;W;M;N;SUMMONED/CITED;N;UNARMED
27027;2011-07-11;4:00;ASSAULT ON FEMALE;200 WESTMINSTER DR CHAPEL HILL NC 27514;32;B;M;;ON VIEW;U;UNARMED
36548;2016-11-19;11:30;UNDERAGE POSSESSION;324 W ROSEMARY ST CHAPEL HILL NC 27516;20;W;M;N;SUMMONED/CITED;Y;UNARMED
27033;2011-07-13;11:03;CCW;133 E FRANKLIN ST CHAPEL HILL NC 27514;56;B;M;N;ON VIEW;Y;UNARMED
36547;2016-11-19;14:23;OPEN CONTAINER;110 RANSOM ST CHAPEL HILL NC 27516;33;W;M;N;SUMMONED/CITED;Y;UNARMED
27036;2011-07-14;15:50;OPEN CONTAINER;118 E FRANKLIN ST CHAPEL HILL NC 27514;43;B;M;N;SUMMONED/CITED;Y;UNARMED
36553;2016-11-20;0:40;FRAUDULENT USE OF ID  M;157 E ROSEMARY ST CHAPEL HILL NC;20;W;F;N;SUMMONED/CITED;N;UNARMED
27045;2011-07-16;1:04;OPEN CONTAINER;143 E FRANKLIN ST CHAPEL HILL NC 27514;56;W;F;N;SUMMONED/CITED;Y;UNARMED
36569;2016-11-26;2:35;IMPAIRED DRIVING DWI;1650 E FRANKLIN ST/N ELLIOTT RD CHAPEL HILL NC 27514;27;W;F;N;ON VIEW;Y;UNARMED
27048;2011-07-16;12:18;POSSESSION MARIJUANA;PARK BLUFF S DR CHAPEL HILL NC 27517;;;;;SUMMONED/CITED;Y;UNARMED
36574;2016-11-27;2:47;POSSESSION MARIJUANA;E ROSEMARY ST//N COLUMBIA ST CHAPEL HILL NC 27516;39;B;M;N;ON VIEW;Y;UNARMED
27069;2011-07-16;23:10;POSSESSION MARIJUANA;216 N ROBERSON ST CHAPEL HILL NC 27516;19;B;M;N;SUMMONED/CITED;Y;UNARMED
36571;2016-11-27;3:45;ASSAULT ON FEMALE;736 PRITCHARD AVE EXT CHAPEL HILL NC 27516;39;A;M;N;ON VIEW;Y;UNARMED
27056;2011-07-17;3:42;RESISTING ARREST;166 E ROSEMARY ST/HENDERSON ST CHAPEL HILL NC 27514;25;B;M;N;ON VIEW;Y;UNARMED
36577;2016-11-27;9:33;PROBATION VIOLATION;EASTWOOD DRIVE & BILLIE HOLLIDAY COURT CHAPEL HILL NC 27514;28;B;F;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
27062;2011-07-18;20:10;CONSUMING ON UNAUTHORIZED PREMISES;120 E FRANKLIN ST CHAPEL HILL NC;56;W;F;N;SUMMONED/CITED;Y;UNARMED
36580;2016-11-28;1:55;SPEEDING TO ELUDE ARREST;4724 KERLEY RD DURHAM NC 27705;24;W;M;N;ON VIEW;N;UNARMED
27061;2011-07-18;21:19;PANHANDLING NEAR ATM MACHINE;175 E FRANKLIN ST CHAPEL HILL NC 27514;49;B;M;;ON VIEW;Y;UNARMED
36582;2016-11-28;22:10;CRIMINAL SUMMONS;2701 HOMESTEAD RD CHAPEL HILL NC 27516;27;B;M;N;SUMMONED/CITED;N;UNARMED
27073;2011-07-21;1:45;SLEEP IN PUBLIC PLACE;106 W FRANKLIN ST CHAPEL HILL NC 27516;44;B;M;N;ON VIEW;Y;UNARMED
36588;2016-11-30;23:00;DRUGS-MISD POSS MARIJUANA;399 UMSTEAD DR CHAPEL HILL NC 27516;20;W;M;H;SUMMONED/CITED;Y;UNARMED
27082;2011-07-21;17:19;OPEN CONTAINER;150 E FRANKLIN ST CHAPEL HILL NC 27514;46;B;M;N;SUMMONED/CITED;Y;UNARMED
36592;2016-12-02;2:24;FRAUDULENT USE OF ID;200 BLOCK HENDERSON ST CHAPEL HILL NC 27516;19;W;M;;SUMMONED/CITED;Y;UNARMED
27080;2011-07-21;19:02;SOLICITING WITHOUT A PERMIT;KENMORE RD INTERSECTION BROOKVIEW CHAPEL HILL NC 27514;25;B;F;N;ON VIEW;N;UNARMED
36594;2016-12-02;2:47;IDENTITY THEFT;HENDERSON ST CHAPEL HILL NC 27514;21;W;M;N;ON VIEW;Y;UNARMED
27079;2011-07-21;22:13;OPEN CONTAINER;119 E FRANKLIN ST CHAPEL HILL NC 27514;32;W;M;;SUMMONED/CITED;Y;UNARMED
36597;2016-12-03;5:25;BREAKING/ENTER-MISD;313 E FRANKLIN ST CHAPEL HILL NC 27514;34;W;M;;ON VIEW;Y;UNARMED
27101;2011-07-23;0:14;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;NORTH FOREST HILLS PARK CHAPEL HILL NC;;;;;SUMMONED/CITED;Y;UNARMED
36608;2016-12-03;12:30;IMPAIRED DRIVING DWI;61 CEDAR HILLS CIR CHAPEL HILL NC 27514;45;W;F;N;SUMMONED/CITED;Y;UNARMED
27102;2011-07-23;0:14;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;NORTH FOREST HILLS PARK CHAPEL HILL NC;;;;;SUMMONED/CITED;Y;UNARMED
36602;2016-12-04;2:14;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;151 E ROSEMARY ST CHAPEL HILL NC 27514;20;W;M;N;ON VIEW;Y;UNARMED
27090;2011-07-23;0:34;CONSUME ALCOHOLIC BEVERAGE LESS THAN 21;N FOREST HILLS PARK CHAPEL HILL NC 27514;18;W;M;N;SUMMONED/CITED;Y;UNARMED
36610;2016-12-04;2:21;IMPAIRED DRIVING DWI;NC 86/SHADOWOOD DR CHAPEL HILL NC 27514;29;W;F;;ON VIEW;Y;UNARMED
27134;2011-07-26;19:45;POSS STOLEN GOODS;109 E FRANKLIN ST CHAPEL HILL NC 27516;19;W;F;N;ON VIEW;U;UNARMED
36611;2016-12-05;11:30;FAIL TO APPEAR/COMPL;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;55;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED
27118;2011-07-28;16:43;ASSAULT & BATTERY;828 MARTIN LUTHER KING JR BLVD CHAPEL HILL NC 27514;39;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
36636;2016-12-10;18:40;GIVE/SELL MALT BEV TO MINOR;1129 WEAVER DAIRY RD CHAPEL HILL NC 27514;;;;;SUMMONED/CITED;N;UNARMED
27119;2011-07-28;19:01;FAIL TO APPEAR/COMPL;103 E FRANKLIN ST CHAPEL HILL NC 27514;56;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
36634;2016-12-10;19:50;GIVE/SELL MALT BEV TO MINOR;324 W ROSEMARY ST CHAPEL HILL NC 27516;18;W;F;N;SUMMONED/CITED;N;UNARMED
27124;2011-07-29;19:42;FAIL TO APPEAR/COMPL;110 W FRANKLIN ST CHAPEL HILL NC 27516;50;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED
36635;2016-12-10;22:40;GIVE/SELL MALT BEV TO MINOR;456 W FRANKLIN ST CHAPEL HILL NC 27516;33;W;F;N;SUMMONED/CITED;N;UNARMED
27125;2011-07-30;4:10;DRUNK / DISRUPTIVE;100 WEST ROSEMARY ST CHAPEL HILL NC 27514;24;W;M;N;ON VIEW;Y;UNARMED
